Row ID,Order Date,Ship Date,Sales,Quantity,Discount,City,State
9481,7/9/2013,14/9/2013,304.99,5,0.8,Oswego,Illinois
165,8/9/2013,12/9/2013,9.936,3,0.2,San Antonio,Texas
166,8/9/2013,12/9/2013,8159.952,8,0.4,San Antonio,Texas
167,8/9/2013,12/9/2013,275.928,3,0.2,San Antonio,Texas
168,8/9/2013,12/9/2013,1740.06,9,0.3,San Antonio,Texas
169,8/9/2013,12/9/2013,32.064,6,0.2,San Antonio,Texas
170,8/9/2013,12/9/2013,177.98,5,0.8,San Antonio,Texas
171,8/9/2013,12/9/2013,143.976,3,0.2,San Antonio,Texas
739,8/9/2013,12/9/2013,49.98,2,0,San Francisco,California
837,8/9/2013,13/9/2013,51.184,4,0.8,Tyler,Texas
1279,8/9/2013,11/9/2013,32.97,3,0,Macon,Georgia
1280,8/9/2013,11/9/2013,83.88,4,0,Macon,Georgia
3450,8/9/2013,14/9/2013,56.65,5,0,San Francisco,California
3451,8/9/2013,14/9/2013,14.97,1,0,San Francisco,California
3452,8/9/2013,14/9/2013,4.02,2,0,San Francisco,California
4134,8/9/2013,13/9/2013,45,9,0,Chesapeake,Virginia
4135,8/9/2013,13/9/2013,209.97,3,0,Chesapeake,Virginia
4314,8/9/2013,12/9/2013,16.78,2,0,Long Beach,New York
4850,8/9/2013,14/9/2013,5.88,2,0,Pasco,Washington
4851,8/9/2013,14/9/2013,975.92,5,0.2,Pasco,Washington
4852,8/9/2013,14/9/2013,303.84,8,0,Pasco,Washington
4853,8/9/2013,14/9/2013,485.88,6,0,Pasco,Washington
5290,8/9/2013,15/9/2013,17.904,2,0.2,Houston,Texas
5291,8/9/2013,15/9/2013,966.7,5,0.3,Houston,Texas
5292,8/9/2013,15/9/2013,182.112,6,0.2,Houston,Texas
8707,8/9/2013,13/9/2013,172.764,2,0.1,New York City,New York
8708,8/9/2013,13/9/2013,3.52,2,0,New York City,New York
9450,8/9/2013,13/9/2013,8.608,2,0.2,San Francisco,California
898,9/9/2013,15/9/2013,103.6,7,0,Detroit,Michigan
2671,9/9/2013,12/9/2013,166.44,3,0,Lowell,Massachusetts
2672,9/9/2013,12/9/2013,785.88,6,0,Lowell,Massachusetts
2673,9/9/2013,12/9/2013,26.2,2,0,Lowell,Massachusetts
2674,9/9/2013,12/9/2013,1325.85,5,0,Lowell,Massachusetts
3597,9/9/2013,14/9/2013,15.552,3,0.2,Philadelphia,Pennsylvania
3598,9/9/2013,14/9/2013,64.704,6,0.2,Philadelphia,Pennsylvania
3599,9/9/2013,14/9/2013,17.472,3,0.2,Philadelphia,Pennsylvania
3600,9/9/2013,14/9/2013,135.516,1,0.4,Philadelphia,Pennsylvania
7647,9/9/2013,13/9/2013,1299.99,2,0.5,Greenville,North Carolina
8017,9/9/2013,11/9/2013,60.672,6,0.2,Lancaster,Ohio
8018,9/9/2013,11/9/2013,30.816,9,0.2,Lancaster,Ohio
8381,9/9/2013,14/9/2013,10.896,3,0.2,Chicago,Illinois
5854,10/9/2013,14/9/2013,9.64,2,0,Virginia Beach,Virginia
7525,10/9/2013,16/9/2013,21.728,7,0.2,Gresham,Oregon
7526,10/9/2013,16/9/2013,1487.04,5,0.2,Gresham,Oregon
7982,10/9/2013,13/9/2013,81.92,4,0,Clifton,New Jersey
7983,10/9/2013,13/9/2013,254.9,5,0,Clifton,New Jersey
6312,11/9/2013,16/9/2013,127.95,3,0,Oxnard,California
428,12/9/2013,13/9/2013,69.99,1,0,New Rochelle,New York
705,12/9/2013,17/9/2013,10.368,2,0.2,Cary,North Carolina
706,12/9/2013,17/9/2013,166.84,5,0.2,Cary,North Carolina
707,12/9/2013,17/9/2013,15.216,1,0.2,Cary,North Carolina
3161,12/9/2013,16/9/2013,5.18,5,0.8,Houston,Texas
3285,12/9/2013,17/9/2013,63.924,7,0.7,Fairfield,Ohio
5449,12/9/2013,19/9/2013,357.93,3,0,Olathe,Kansas
5450,12/9/2013,19/9/2013,57.4,5,0,Olathe,Kansas
5451,12/9/2013,19/9/2013,331.96,2,0,Olathe,Kansas
5452,12/9/2013,19/9/2013,40.56,2,0,Olathe,Kansas
9426,12/9/2013,17/9/2013,3785.292,6,0.1,New York City,New York
231,13/9/2013,17/9/2013,18.648,7,0.7,Charlotte,North Carolina
926,13/9/2013,16/9/2013,15.552,3,0.2,Philadelphia,Pennsylvania
927,13/9/2013,16/9/2013,252,5,0.2,Philadelphia,Pennsylvania
2479,13/9/2013,19/9/2013,5.46,3,0,New York City,New York
3699,13/9/2013,17/9/2013,79.4,5,0.2,Tempe,Arizona
5278,13/9/2013,17/9/2013,340.116,6,0.3,Odessa,Texas
6910,13/9/2013,18/9/2013,2.502,3,0.7,Columbus,Ohio
8651,13/9/2013,13/9/2013,5.7,5,0,Seattle,Washington
8652,13/9/2013,13/9/2013,14.19,3,0,Seattle,Washington
8653,13/9/2013,13/9/2013,7.3,2,0,Seattle,Washington
8654,13/9/2013,13/9/2013,199.98,2,0,Seattle,Washington
8655,13/9/2013,13/9/2013,144.96,4,0,Seattle,Washington
8656,13/9/2013,13/9/2013,118,2,0,Seattle,Washington
8657,13/9/2013,13/9/2013,48.94,1,0,Seattle,Washington
8658,13/9/2013,13/9/2013,22.66,2,0,Seattle,Washington
175,14/9/2013,19/9/2013,52.448,2,0.8,Chicago,Illinois
176,14/9/2013,19/9/2013,20.16,4,0.2,Chicago,Illinois
492,14/9/2013,19/9/2013,449.15,5,0,Rochester,New York
493,14/9/2013,19/9/2013,11.07,3,0,Rochester,New York
562,14/9/2013,18/9/2013,13,5,0.2,Tampa,Florida
563,14/9/2013,18/9/2013,13.128,3,0.2,Tampa,Florida
3623,14/9/2013,19/9/2013,142.4,5,0,Macon,Georgia
3624,14/9/2013,19/9/2013,7.16,2,0,Macon,Georgia
5125,14/9/2013,14/9/2013,464.292,9,0.4,New York City,New York
5126,14/9/2013,14/9/2013,68.46,7,0,New York City,New York
5127,14/9/2013,14/9/2013,2799.96,4,0,New York City,New York
5128,14/9/2013,14/9/2013,601.3,2,0,New York City,New York
5129,14/9/2013,14/9/2013,16.99,1,0,New York City,New York
5130,14/9/2013,14/9/2013,287.97,3,0,New York City,New York
5131,14/9/2013,14/9/2013,44.82,9,0,New York City,New York
8433,14/9/2013,18/9/2013,6.048,4,0.2,Corpus Christi,Texas
8434,14/9/2013,18/9/2013,6.848,2,0.2,Corpus Christi,Texas
8435,14/9/2013,18/9/2013,9.96,5,0.6,Corpus Christi,Texas
8436,14/9/2013,18/9/2013,8.552,2,0.8,Corpus Christi,Texas
6491,15/9/2013,19/9/2013,103.936,4,0.2,Philadelphia,Pennsylvania
7469,15/9/2013,20/9/2013,14.94,3,0,New York City,New York
7470,15/9/2013,20/9/2013,14.56,2,0,New York City,New York
6295,16/9/2013,19/9/2013,33.552,1,0.2,New York City,New York
879,17/9/2013,21/9/2013,5.892,4,0.7,Philadelphia,Pennsylvania
3282,17/9/2013,24/9/2013,47.984,2,0.2,Raleigh,North Carolina
3283,17/9/2013,24/9/2013,4.624,1,0.2,Raleigh,North Carolina
3925,17/9/2013,21/9/2013,30.28,2,0,Seattle,Washington
3926,17/9/2013,21/9/2013,57.93,3,0,Seattle,Washington
3927,17/9/2013,21/9/2013,35.34,2,0,Seattle,Washington
3928,17/9/2013,21/9/2013,137.24,5,0.2,Seattle,Washington
4764,17/9/2013,21/9/2013,182.94,3,0,Chula Vista,California
7598,17/9/2013,22/9/2013,5.248,2,0.2,Springfield,Oregon
7599,17/9/2013,22/9/2013,38.256,3,0.2,Springfield,Oregon
7600,17/9/2013,22/9/2013,40.24,5,0.2,Springfield,Oregon
7601,17/9/2013,22/9/2013,29.925,5,0.7,Springfield,Oregon
7602,17/9/2013,22/9/2013,148.704,6,0.2,Springfield,Oregon
7603,17/9/2013,22/9/2013,55.92,10,0.2,Springfield,Oregon
263,19/9/2013,21/9/2013,3059.982,3,0.4,Houston,Texas
264,19/9/2013,21/9/2013,2519.958,7,0.4,Houston,Texas
323,19/9/2013,24/9/2013,7.16,2,0,Long Beach,California
4128,19/9/2013,24/9/2013,67.344,6,0.2,Charlotte,North Carolina
4129,19/9/2013,24/9/2013,2624.985,3,0.5,Charlotte,North Carolina
4251,19/9/2013,19/9/2013,887.103,7,0.1,New York City,New York
7378,19/9/2013,23/9/2013,92.52,6,0,Seattle,Washington
8575,19/9/2013,19/9/2013,5.67,3,0,San Francisco,California
9041,19/9/2013,24/9/2013,73.915,1,0.5,Chandler,Arizona
126,20/9/2013,25/9/2013,617.7,6,0.5,Bloomington,Illinois
794,20/9/2013,26/9/2013,9.96,2,0,San Francisco,California
795,20/9/2013,26/9/2013,21.72,4,0,San Francisco,California
2218,20/9/2013,25/9/2013,2.816,2,0.2,Jacksonville,Florida
4241,20/9/2013,26/9/2013,43.92,4,0,Los Angeles,California
4242,20/9/2013,26/9/2013,20.232,3,0.2,Los Angeles,California
5237,20/9/2013,24/9/2013,164.22,3,0,Columbia,Maryland
5238,20/9/2013,24/9/2013,362.94,3,0,Columbia,Maryland
5239,20/9/2013,24/9/2013,59.98,2,0,Columbia,Maryland
8867,20/9/2013,23/9/2013,493.43,5,0.3,Chicago,Illinois
8868,20/9/2013,23/9/2013,11.12,2,0.2,Chicago,Illinois
8956,20/9/2013,24/9/2013,8.56,2,0,San Diego,California
9394,20/9/2013,23/9/2013,629.95,5,0,New York City,New York
9395,20/9/2013,23/9/2013,631.782,2,0.1,New York City,New York
9396,20/9/2013,23/9/2013,801.568,2,0.2,New York City,New York
9397,20/9/2013,23/9/2013,75.18,6,0,New York City,New York
9398,20/9/2013,23/9/2013,30.98,1,0,New York City,New York
9399,20/9/2013,23/9/2013,1349.91,9,0,New York City,New York
392,21/9/2013,23/9/2013,246.384,2,0.2,Des Moines,Washington
393,21/9/2013,23/9/2013,1799.97,3,0,Des Moines,Washington
2791,21/9/2013,22/9/2013,25.96,2,0,Omaha,Nebraska
2792,21/9/2013,22/9/2013,36.27,3,0,Omaha,Nebraska
2793,21/9/2013,22/9/2013,6.48,1,0,Omaha,Nebraska
3162,21/9/2013,25/9/2013,15.56,2,0,San Francisco,California
3163,21/9/2013,25/9/2013,78.35,5,0,San Francisco,California
3164,21/9/2013,25/9/2013,59.52,3,0,San Francisco,California
3165,21/9/2013,25/9/2013,38.52,9,0,San Francisco,California
3166,21/9/2013,25/9/2013,239.984,2,0.2,San Francisco,California
3167,21/9/2013,25/9/2013,19.35,3,0,San Francisco,California
4235,21/9/2013,24/9/2013,11.352,3,0.2,Philadelphia,Pennsylvania
4236,21/9/2013,24/9/2013,20.808,9,0.2,Philadelphia,Pennsylvania
5305,21/9/2013,23/9/2013,8.544,2,0.6,Garland,Texas
7103,21/9/2013,24/9/2013,6.57,3,0.7,Philadelphia,Pennsylvania
9050,21/9/2013,25/9/2013,66.03,3,0,New York City,New York
964,22/9/2013,24/9/2013,4.608,2,0.2,Boca Raton,Florida
5725,22/9/2013,27/9/2013,331.536,3,0.2,Chicago,Illinois
8233,22/9/2013,28/9/2013,169.45,5,0,San Jose,California
8234,22/9/2013,28/9/2013,40.68,2,0,San Jose,California
9656,22/9/2013,29/9/2013,97.44,3,0,New York City,New York
9657,22/9/2013,29/9/2013,3.984,1,0.2,New York City,New York
9658,22/9/2013,29/9/2013,13.04,4,0,New York City,New York
9659,22/9/2013,29/9/2013,579.528,4,0.1,New York City,New York
3352,23/9/2013,28/9/2013,435.999,3,0.15,San Diego,California
3353,23/9/2013,28/9/2013,83.984,2,0.2,San Diego,California
3608,23/9/2013,28/9/2013,139.44,3,0.2,New York City,New York
4097,23/9/2013,28/9/2013,32.4,5,0,Minneapolis,Minnesota
4098,23/9/2013,28/9/2013,404.9,5,0,Minneapolis,Minnesota
4099,23/9/2013,28/9/2013,9449.95,5,0,Minneapolis,Minnesota
4100,23/9/2013,28/9/2013,12.94,2,0,Minneapolis,Minnesota
5641,23/9/2013,28/9/2013,28.8,9,0.2,Lakewood,Ohio
6945,23/9/2013,27/9/2013,11.12,4,0,Newark,Delaware
7483,23/9/2013,30/9/2013,18.464,4,0.2,New York City,New York
9291,23/9/2013,25/9/2013,9.84,3,0,Dover,Delaware
9292,23/9/2013,25/9/2013,34.5,3,0,Dover,Delaware
366,24/9/2013,29/9/2013,211.96,4,0,San Francisco,California
2825,25/9/2013,30/9/2013,33.792,8,0.2,Houston,Texas
2826,25/9/2013,30/9/2013,300.5328,2,0.32,Houston,Texas
2827,25/9/2013,30/9/2013,2.724,2,0.8,Houston,Texas
2828,25/9/2013,30/9/2013,3.264,2,0.2,Houston,Texas
7050,25/9/2013,30/9/2013,14.576,2,0.2,Aurora,Colorado
1360,26/9/2013,1/10/2013,145.568,2,0.2,Los Angeles,California
2107,26/9/2013,26/9/2013,0.876,1,0.8,Mesquite,Texas
2543,26/9/2013,1/10/2013,143.952,3,0.2,Philadelphia,Pennsylvania
2906,26/9/2013,30/9/2013,310.12,2,0,Seattle,Washington
5469,26/9/2013,27/9/2013,585.552,3,0.2,San Diego,California
5470,26/9/2013,27/9/2013,19.44,3,0,San Diego,California
8050,26/9/2013,30/9/2013,5.97,5,0.7,Philadelphia,Pennsylvania
8051,26/9/2013,30/9/2013,21.184,1,0.2,Philadelphia,Pennsylvania
8052,26/9/2013,30/9/2013,41.376,6,0.2,Philadelphia,Pennsylvania
9621,26/9/2013,30/9/2013,16.704,6,0.2,Lancaster,Ohio
9622,26/9/2013,30/9/2013,3.152,2,0.2,Lancaster,Ohio
9623,26/9/2013,30/9/2013,32.896,4,0.2,Lancaster,Ohio
9896,26/9/2013,1/10/2013,153.824,11,0.2,Chicago,Illinois
314,27/9/2013,3/10/2013,87.54,3,0,Hackensack,New Jersey
3313,27/9/2013,1/10/2013,603.92,5,0.2,San Diego,California
3314,27/9/2013,1/10/2013,81.98,2,0,San Diego,California
1325,28/9/2013,3/10/2013,46.26,3,0,Lawrence,Massachusetts
1731,28/9/2013,3/10/2013,96.256,8,0.2,Fayetteville,North Carolina
1732,28/9/2013,3/10/2013,10.688,2,0.2,Fayetteville,North Carolina
9042,28/9/2013,3/10/2013,337.088,4,0.2,Hollywood,Florida
1142,29/9/2013,3/10/2013,204.6,2,0,Los Angeles,California
1143,29/9/2013,3/10/2013,8.72,4,0,Los Angeles,California
1144,29/9/2013,3/10/2013,6.48,1,0,Los Angeles,California
1145,29/9/2013,3/10/2013,686.32,2,0.2,Los Angeles,California
1146,29/9/2013,3/10/2013,62.18,1,0,Los Angeles,California
4052,29/9/2013,3/10/2013,4.224,3,0.2,Philadelphia,Pennsylvania
4053,29/9/2013,3/10/2013,409.272,2,0.4,Philadelphia,Pennsylvania
4054,29/9/2013,3/10/2013,55.44,11,0.2,Philadelphia,Pennsylvania
4055,29/9/2013,3/10/2013,20.928,4,0.2,Philadelphia,Pennsylvania
4056,29/9/2013,3/10/2013,1801.632,6,0.2,Philadelphia,Pennsylvania
4057,29/9/2013,3/10/2013,67.176,1,0.4,Philadelphia,Pennsylvania
5626,29/9/2013,1/10/2013,6.16,2,0,Seattle,Washington
5627,29/9/2013,1/10/2013,2348.82,9,0,Seattle,Washington
5796,29/9/2013,3/10/2013,1395.54,9,0,New York City,New York
5797,29/9/2013,3/10/2013,117.36,4,0,New York City,New York
5798,29/9/2013,3/10/2013,18.9,3,0,New York City,New York
5799,29/9/2013,3/10/2013,77.52,2,0,New York City,New York
9730,29/9/2013,4/10/2013,10.048,2,0.2,Seattle,Washington
9731,29/9/2013,4/10/2013,807.75,5,0,Seattle,Washington
1791,30/9/2013,4/10/2013,48.94,1,0,New York City,New York
2106,30/9/2013,5/10/2013,15.552,3,0.2,Boynton Beach,Florida
2335,30/9/2013,4/10/2013,69.216,6,0.2,Clarksville,Tennessee
3048,30/9/2013,4/10/2013,43.176,7,0.2,Seattle,Washington
3284,30/9/2013,6/10/2013,15.24,3,0,New York City,New York
7398,30/9/2013,30/9/2013,795.408,6,0.2,Fairfield,Ohio
8706,1/10/2013,5/10/2013,4.71,1,0,Reno,Nevada
3223,2/10/2013,5/10/2013,9.408,2,0.2,Tempe,Arizona
3224,2/10/2013,5/10/2013,4.672,2,0.2,Tempe,Arizona
3225,2/10/2013,5/10/2013,318.4,2,0.2,Tempe,Arizona
3226,2/10/2013,5/10/2013,12.768,6,0.2,Tempe,Arizona
3227,2/10/2013,5/10/2013,15.36,2,0.2,Tempe,Arizona
3228,2/10/2013,5/10/2013,230.376,3,0.2,Tempe,Arizona
3229,2/10/2013,5/10/2013,7.16,1,0.2,Tempe,Arizona
1351,3/10/2013,8/10/2013,258.279,3,0.3,Evanston,Illinois
2275,3/10/2013,8/10/2013,143.432,1,0.2,Los Angeles,California
2276,3/10/2013,8/10/2013,122.352,3,0.2,Los Angeles,California
4877,3/10/2013,9/10/2013,61.568,2,0.2,Durham,North Carolina
4878,3/10/2013,9/10/2013,6.192,3,0.2,Durham,North Carolina
5600,3/10/2013,3/10/2013,55.984,2,0.2,Columbus,Ohio
5601,3/10/2013,3/10/2013,14.48,5,0.2,Columbus,Ohio
5602,3/10/2013,3/10/2013,142.488,3,0.2,Columbus,Ohio
8218,3/10/2013,7/10/2013,4.344,3,0.2,Dallas,Texas
8219,3/10/2013,7/10/2013,31.776,3,0.6,Dallas,Texas
8220,3/10/2013,7/10/2013,4.928,2,0.2,Dallas,Texas
8221,3/10/2013,7/10/2013,1.788,3,0.8,Dallas,Texas
8222,3/10/2013,7/10/2013,15.072,4,0.2,Dallas,Texas
2724,4/10/2013,8/10/2013,14.45,5,0,Vallejo,California
2725,4/10/2013,8/10/2013,95.648,2,0.2,Vallejo,California
4948,4/10/2013,9/10/2013,29.24,4,0,Seattle,Washington
6440,4/10/2013,6/10/2013,589.41,5,0.1,New York City,New York
6020,5/10/2013,10/10/2013,91.92,5,0.2,Columbus,Ohio
6805,5/10/2013,6/10/2013,99.98,2,0,Pomona,California
482,6/10/2013,10/10/2013,9.09,3,0,San Diego,California
5418,6/10/2013,8/10/2013,15.36,2,0,Omaha,Nebraska
6356,6/10/2013,13/10/2013,83.92,5,0.2,Philadelphia,Pennsylvania
8830,6/10/2013,9/10/2013,386.34,2,0,Indianapolis,Indiana
724,7/10/2013,13/10/2013,129.92,5,0.2,Philadelphia,Pennsylvania
3827,7/10/2013,12/10/2013,107.44,10,0.2,Dallas,Texas
7677,8/10/2013,8/10/2013,23.472,3,0.2,Charlotte,North Carolina
8853,8/10/2013,13/10/2013,123.92,4,0,New York City,New York
7153,9/10/2013,15/10/2013,88.768,2,0.2,Jacksonville,North Carolina
9459,9/10/2013,14/10/2013,144.6,3,0,San Francisco,California
9460,9/10/2013,14/10/2013,15.992,1,0.2,San Francisco,California
4533,10/10/2013,10/10/2013,122.352,3,0.2,Manteca,California
4534,10/10/2013,10/10/2013,15.28,2,0,Manteca,California
6679,10/10/2013,14/10/2013,46.872,7,0.2,Phoenix,Arizona
7546,10/10/2013,15/10/2013,719.952,6,0.2,Huntsville,Texas
7547,10/10/2013,15/10/2013,755.944,7,0.2,Huntsville,Texas
7548,10/10/2013,15/10/2013,11.98,5,0.8,Huntsville,Texas
7549,10/10/2013,15/10/2013,0.898,1,0.8,Huntsville,Texas
8873,10/10/2013,10/10/2013,101.994,2,0.7,Columbus,Ohio
8874,10/10/2013,10/10/2013,18.264,2,0.7,Columbus,Ohio
9275,10/10/2013,10/10/2013,255.85,7,0,Albuquerque,New Mexico
3266,11/10/2013,15/10/2013,281.904,2,0.2,Philadelphia,Pennsylvania
3267,11/10/2013,15/10/2013,201.432,3,0.2,Philadelphia,Pennsylvania
4001,11/10/2013,16/10/2013,63.47,11,0,Seattle,Washington
4002,11/10/2013,16/10/2013,345,5,0,Seattle,Washington
4168,11/10/2013,13/10/2013,31.92,4,0,Pasadena,California
4169,11/10/2013,13/10/2013,433.568,2,0.2,Pasadena,California
5928,11/10/2013,15/10/2013,7.31,1,0,Fayetteville,Arkansas
5929,11/10/2013,15/10/2013,8.92,4,0,Fayetteville,Arkansas
6215,11/10/2013,15/10/2013,7.64,1,0,Redondo Beach,California
82,12/10/2013,16/10/2013,14.9,5,0,San Francisco,California
83,12/10/2013,16/10/2013,21.39,1,0,San Francisco,California
9440,12/10/2013,17/10/2013,22.24,2,0.2,Chicago,Illinois
810,13/10/2013,15/10/2013,11.52,4,0,Edmonds,Washington
811,13/10/2013,15/10/2013,1298.55,5,0,Edmonds,Washington
812,13/10/2013,15/10/2013,213.92,4,0,Edmonds,Washington
813,13/10/2013,15/10/2013,25.78,2,0,Edmonds,Washington
5592,13/10/2013,18/10/2013,245.98,2,0,Lakewood,New Jersey
5593,13/10/2013,18/10/2013,18.94,1,0,Lakewood,New Jersey
6322,13/10/2013,17/10/2013,7.752,3,0.2,Mount Vernon,New York
9111,13/10/2013,15/10/2013,36.4,5,0,Richmond,Virginia
9112,13/10/2013,15/10/2013,22.96,2,0,Richmond,Virginia
9113,13/10/2013,15/10/2013,315.2,4,0,Richmond,Virginia
9114,13/10/2013,15/10/2013,15.18,3,0,Richmond,Virginia
4906,14/10/2013,16/10/2013,22.92,4,0,Concord,New Hampshire
4907,14/10/2013,16/10/2013,269.9,5,0,Concord,New Hampshire
5756,14/10/2013,18/10/2013,3.16,4,0.8,Fort Worth,Texas
5757,14/10/2013,18/10/2013,1999.96,5,0.2,Fort Worth,Texas
9064,14/10/2013,20/10/2013,322.192,13,0.2,Chicago,Illinois
9065,14/10/2013,20/10/2013,2.946,3,0.8,Chicago,Illinois
9066,14/10/2013,20/10/2013,19.136,4,0.2,Chicago,Illinois
9634,14/10/2013,17/10/2013,177,3,0,Everett,Massachusetts
9635,14/10/2013,17/10/2013,79.45,7,0,Everett,Massachusetts
9636,14/10/2013,17/10/2013,1628.82,9,0,Everett,Massachusetts
2695,15/10/2013,20/10/2013,15.384,1,0.2,Hialeah,Florida
4898,15/10/2013,17/10/2013,183.372,2,0.3,Parma,Ohio
4899,15/10/2013,17/10/2013,7.968,2,0.2,Parma,Ohio
5886,16/10/2013,17/10/2013,14.352,3,0.2,San Francisco,California
5887,16/10/2013,17/10/2013,179.97,3,0,San Francisco,California
6874,17/10/2013,22/10/2013,10.78,5,0.8,Beaumont,Texas
6875,17/10/2013,22/10/2013,119.976,3,0.2,Beaumont,Texas
9558,17/10/2013,19/10/2013,5.312,2,0.6,Houston,Texas
1976,18/10/2013,20/10/2013,275.97,3,0,Montgomery,Alabama
1977,18/10/2013,20/10/2013,1394.95,5,0,Montgomery,Alabama
1978,18/10/2013,20/10/2013,545.88,6,0,Montgomery,Alabama
5110,18/10/2013,22/10/2013,52.512,6,0.2,Philadelphia,Pennsylvania
5111,18/10/2013,22/10/2013,186.912,6,0.2,Philadelphia,Pennsylvania
5112,18/10/2013,22/10/2013,10.048,4,0.2,Philadelphia,Pennsylvania
5234,18/10/2013,22/10/2013,605.34,6,0,Texarkana,Arkansas
7117,18/10/2013,23/10/2013,61.96,2,0,Seattle,Washington
7118,18/10/2013,23/10/2013,1.344,1,0.2,Seattle,Washington
1594,19/10/2013,19/10/2013,13.44,3,0,Los Angeles,California
9338,19/10/2013,22/10/2013,2.992,1,0.2,San Francisco,California
9339,19/10/2013,22/10/2013,20.064,6,0.2,San Francisco,California
9340,19/10/2013,22/10/2013,146.73,3,0,San Francisco,California
9341,19/10/2013,22/10/2013,18.75,5,0,San Francisco,California
9342,19/10/2013,22/10/2013,117.576,3,0.2,San Francisco,California
9462,19/10/2013,24/10/2013,321.552,6,0.2,Lakewood,California
47,20/10/2013,25/10/2013,211.96,4,0,Westland,Michigan
6537,20/10/2013,23/10/2013,328.59,3,0.4,Knoxville,Tennessee
6538,20/10/2013,23/10/2013,98.352,3,0.2,Knoxville,Tennessee
6554,20/10/2013,22/10/2013,319.968,4,0.2,Chicago,Illinois
6555,20/10/2013,22/10/2013,505.32,3,0.2,Chicago,Illinois
6556,20/10/2013,22/10/2013,3.808,1,0.2,Chicago,Illinois
6557,20/10/2013,22/10/2013,8.682,1,0.8,Chicago,Illinois
6558,20/10/2013,22/10/2013,24.424,1,0.2,Chicago,Illinois
1889,21/10/2013,22/10/2013,121.792,4,0.2,Fairfield,Ohio
1890,21/10/2013,22/10/2013,409.59,3,0.4,Fairfield,Ohio
6299,21/10/2013,26/10/2013,36.36,3,0.2,San Diego,California
7572,21/10/2013,26/10/2013,194.7,5,0,Newport News,Virginia
7573,21/10/2013,26/10/2013,591.32,4,0,Newport News,Virginia
7574,21/10/2013,26/10/2013,2.84,1,0,Newport News,Virginia
147,22/10/2013,28/10/2013,93.888,4,0.2,Newark,Ohio
7665,22/10/2013,26/10/2013,129.92,4,0,Bossier City,Louisiana
2530,24/10/2013,29/10/2013,10.368,2,0.2,Fort Lauderdale,Florida
3008,24/10/2013,29/10/2013,34.272,3,0.2,Rancho Cucamonga,California
3745,24/10/2013,24/10/2013,11.85,3,0,Rock Hill,South Carolina
6129,25/10/2013,28/10/2013,49.408,4,0.2,San Francisco,California
7709,25/10/2013,29/10/2013,40.776,3,0.2,Philadelphia,Pennsylvania
7710,25/10/2013,29/10/2013,13.698,3,0.7,Philadelphia,Pennsylvania
4305,26/10/2013,30/10/2013,63.92,4,0,Seattle,Washington
4306,26/10/2013,30/10/2013,383.96,5,0.2,Seattle,Washington
9418,27/10/2013,1/11/2013,10.368,2,0.2,Fayetteville,North Carolina
9419,27/10/2013,1/11/2013,11.952,3,0.2,Fayetteville,North Carolina
3843,28/10/2013,31/10/2013,7.184,2,0.2,Los Angeles,California
3844,28/10/2013,31/10/2013,6.28,2,0,Los Angeles,California
3845,28/10/2013,31/10/2013,480.74,2,0,Los Angeles,California
3846,28/10/2013,31/10/2013,616.998,6,0.15,Los Angeles,California
3847,28/10/2013,31/10/2013,141.4,5,0,Los Angeles,California
7371,28/10/2013,1/11/2013,257.98,2,0,Garden City,Kansas
488,29/10/2013,31/10/2013,2735.952,6,0.2,Chicago,Illinois
9546,29/10/2013,2/11/2013,1.98,2,0,Columbus,Indiana
9547,29/10/2013,2/11/2013,75.88,2,0,Columbus,Indiana
2060,31/10/2013,4/11/2013,11.34,3,0,Los Angeles,California
2061,31/10/2013,4/11/2013,80.3,5,0,Los Angeles,California
2062,31/10/2013,4/11/2013,15.968,2,0.2,Los Angeles,California
2063,31/10/2013,4/11/2013,64.74,13,0,Los Angeles,California
2064,31/10/2013,4/11/2013,19.296,3,0.2,Los Angeles,California
2065,31/10/2013,4/11/2013,405.64,4,0,Los Angeles,California
2066,31/10/2013,4/11/2013,146.352,3,0.2,Los Angeles,California
2067,31/10/2013,4/11/2013,251.91,9,0,Los Angeles,California
2068,31/10/2013,4/11/2013,12.39,3,0,Los Angeles,California
4204,31/10/2013,2/11/2013,49.25,5,0,Cranston,Rhode Island
4205,31/10/2013,2/11/2013,10.16,2,0,Cranston,Rhode Island
4206,31/10/2013,2/11/2013,14.76,2,0,Cranston,Rhode Island
4207,31/10/2013,2/11/2013,34.08,2,0,Cranston,Rhode Island
4208,31/10/2013,2/11/2013,17.67,3,0,Cranston,Rhode Island
4209,31/10/2013,2/11/2013,1604.9,5,0,Cranston,Rhode Island
4210,31/10/2013,2/11/2013,385.686,1,0.3,Cranston,Rhode Island
4772,31/10/2013,3/11/2013,742.336,8,0.2,Avondale,Arizona
6640,31/10/2013,2/11/2013,1421.664,8,0.4,Lorain,Ohio
8304,31/10/2013,2/11/2013,73.584,2,0.2,San Francisco,California
806,1/11/2013,7/11/2013,43.176,3,0.2,Denver,Colorado
807,1/11/2013,7/11/2013,1983.968,4,0.2,Denver,Colorado
2832,1/11/2013,5/11/2013,443.92,5,0.2,Portland,Oregon
2833,1/11/2013,5/11/2013,155.976,3,0.2,Portland,Oregon
4066,1/11/2013,5/11/2013,7.52,5,0.2,Charlotte,North Carolina
